command	option	evidence	notes
am	-c	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short scissors alias now has durable stock-Git am evidence for the helper-free single-mail lane without a scissors marker, preserving stock stdout, stderr, tree, commit message, and repository state.
am	--no-scissors	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: no-scissors now has durable stock-Git am evidence for the helper-free single-mail lane where the accepted spelling preserves stock stdout, stderr, tree, commit message, and repository state.
am	--whitespace	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: whitespace now has durable stock-Git am evidence for the represented helper-free `warn` single-mail lane, preserving stock stdout, stderr, tree, commit message, and repository state.
am	-C	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short context spelling now has durable stock-Git am evidence for the represented helper-free `-C1` single-mail lane, preserving stock stdout, stderr, tree, commit message, and repository state.
am	-p	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short strip-count spelling now has durable stock-Git am evidence for the represented helper-free `-p1` single-mail lane, preserving stock stdout, stderr, tree, commit message, and repository state.
am	--no-verify	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: no-verify now has durable stock-Git am evidence for the helper-free single-mail lane with no configured hooks, preserving stock stdout, stderr, tree, commit message, and repository state.
am	-n	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short no-verify alias now has durable stock-Git am evidence for the helper-free single-mail lane with no configured hooks, preserving stock stdout, stderr, tree, commit message, and repository state.
am	-u	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short utf8 alias now has durable stock-Git am evidence for the helper-free single-mail lane where the accepted spelling preserves stock stdout, stderr, tree, commit message, and repository state.
am	--committer-date-is-author-date	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: committer-date-is-author-date now has durable stock-Git am evidence for the helper-free single-mail lane where raw author and committer timestamps match stock Git exactly.
am	-s	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short signoff alias now has durable stock-Git am evidence for the helper-free single-mail lane where the created commit gains the stock Signed-off-by trailer.
am	-r	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short resolved alias now has durable stock-Git am evidence for both stock-compatible no-session rejection and the represented active conflict-session no-changes guidance lane.
am	--quoted-cr	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: quoted-cr now has durable stock-Git am evidence for all documented helper-free value spellings on the single-mail lane, including `warn`, `nowarn`, and `strip`.
am	--empty	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: empty now has durable stock-Git am evidence for the modeled empty-mail lane, including stock `keep`, `drop`, and `stop` handling plus the existing accepted non-empty helper-free spellings.
am	--allow-empty	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: allow-empty now has durable stock-Git am evidence for both stock-compatible no-session rejection and the active empty-mail session lane where the stopped message is recorded as an empty commit.
am	--include	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: include now has durable stock-Git am evidence for the modeled helper-free single-mail path-filter lane using `--include=alpha.txt`.
am	--exclude	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: exclude now has durable stock-Git am evidence for the modeled helper-free single-mail path-filter lane using `--exclude=alpha.txt`, including the stock unchanged-tree empty-commit outcome.
am	--patch-format	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: patch-format now has durable stock-Git am evidence for the modeled helper-free spellings `mbox`, `mboxrd`, `hg`, `stgit`, and the stock stdin rejection lane for `stgit-series`.
am	--gpg-sign	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: gpg-sign now has durable stock-Git am evidence for the modeled helper-free single-mail lane on this host.
am	--no-gpg-sign	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: no-gpg-sign now has durable stock-Git am evidence for the modeled helper-free single-mail lane on this host.
am	-S	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short gpg-sign alias now has durable stock-Git am evidence for the modeled helper-free single-mail lane on this host.
am	--rerere-autoupdate	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: rerere-autoupdate now has durable stock-Git am evidence for the modeled helper-free single-mail lane.
am	--no-rerere-autoupdate	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: no-rerere-autoupdate now has durable stock-Git am evidence for the modeled helper-free single-mail lane.
am	--resolvemsg	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: resolvemsg now has durable stock-Git am evidence for the modeled helper-free single-mail lane using `--resolvemsg=hello`.
am	--interactive	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: interactive now has durable stock-Git am evidence for the modeled non-tty helper-free fatal lane.
am	-i	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: short interactive alias now has durable stock-Git am evidence for the modeled non-tty helper-free fatal lane.
am	--directory	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: directory now has durable stock-Git am evidence for the helper-free add-file lane, including equals and separate value forms plus repeated last-one-wins prefix routing under the modeled target subdirectory.
am	--ignore-date	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: ignore-date now has durable stock-Git am evidence for the helper-free single-mail lane with fixed date environments, including the combined committer-date-is-author-date state where both rewritten timestamps match stock Git.
am	--reject	docs/cli/matrices/am_v2_47.tsv; target/git-doc-cache/v2.47.1/git-am.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: reject now has durable stock-Git am evidence for both the clean helper-free progress lane and the modeled conflicting patch lane, including repeated reject-flag acceptance, reject-file contents, active session state, and dirty status parity.
annotate	--ignore-rev	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: ignore-rev now has durable stock-Git annotate evidence for the represented helper-free local acceptance lane with the current HEAD object id, including matching stdout, stderr, exit status, and unchanged repository state.
annotate	--ignore-revs-file	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: ignore-revs-file now has durable stock-Git annotate evidence for the represented helper-free local acceptance lane when the file contains the current HEAD object id, including matching stdout, stderr, exit status, and unchanged repository state.
annotate	--incremental	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: incremental now has durable stock-Git annotate evidence for incremental annotation output, including matching stdout, stderr, exit status, and boundary metadata on the current helper-free local lane.
annotate	--line-porcelain	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: line-porcelain now has durable stock-Git annotate evidence for per-line porcelain output, including matching stdout, stderr, exit status, and repeated metadata rendering on the current helper-free local lane.
annotate	--no-progress	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: no-progress now has durable stock-Git annotate evidence for the represented non-tty local lane, including matching stdout, stderr, and exit status.
annotate	--porcelain	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: porcelain now has durable stock-Git annotate evidence for long-form porcelain annotation output, including matching stdout, stderr, exit status, and boundary metadata on the current helper-free local lane.
annotate	--progress	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: progress now has durable stock-Git annotate evidence for the represented non-tty local lane, including matching stdout, stderr, and exit status.
annotate	--reverse	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: reverse now has durable stock-Git annotate evidence for the represented same-endpoint invalid-input lane, including matching stdout, stderr, and exit status.
annotate	--root	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: root now has durable stock-Git annotate evidence for the helper-free local root-annotation lane, including matching stdout, stderr, exit status, and root-commit display semantics.
annotate	--show-stats	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: show-stats now has durable stock-Git annotate evidence for appending annotation work-cost statistics, including matching stdout, stderr, and exit status.
annotate	-C	docs/cli/matrices/annotate_v2_47.tsv; target/git-doc-cache/v2.47.1/git-annotate.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: short copy-detection mode now has durable stock-Git annotate evidence for the represented helper-free local lane, including matching stdout, stderr, and exit status.
